,stock_ID,buy_date,buy_price,sell_date,sell_price
289,2850,2014-04-01,23.8,2014-06-03,24.8
290,2915,2014-04-01,73.5,2014-06-03,73.5
291,6120,2014-04-01,12.7,2014-06-03,11.55
292,8926,2014-06-03,21.15,2014-09-30,22.1
293,1805,2014-07-30,11.85,2014-09-30,11.95
294,1310,2014-09-30,13.4,2014-11-27,12.55
295,2020,2014-09-30,14.75,2014-11-27,14.6
296,2535,2014-09-30,21.25,2014-11-27,20.05
297,2538,2014-09-30,18.8,2014-11-27,18.15
298,2867,2014-09-30,17.9,2015-05-26,18.3
299,2905,2014-09-30,18.7,2015-03-27,21.5
300,5533,2014-09-30,20.4,2014-11-27,20.15
301,1235,2014-11-27,28.7,2015-05-26,20.2
302,2104,2014-11-27,30.8,2015-05-26,31.95
303,2415,2014-11-27,19.3,2015-01-27,23.9
304,2506,2014-11-27,12.2,2015-05-26,14.5
305,2527,2014-11-27,18.3,2015-05-26,20.9
306,2850,2014-11-27,24.05,2015-05-26,23.85
307,2915,2014-11-27,61.8,2015-05-26,72.6
308,9945,2015-03-27,47.1,2015-05-26,49.8
309,2031,2015-05-26,17.95,2015-09-23,12.9
310,2401,2015-05-26,16.5,2015-09-23,13.05
311,2501,2015-05-26,18.2,2015-09-23,14.05
312,2536,2015-05-26,26.2,2015-09-23,21.7
313,2538,2015-05-26,19.0,2015-11-24,16.45
314,5533,2015-05-26,20.3,2015-09-23,16.8
315,8427,2015-05-26,48.4,2015-09-23,48.4
316,2316,2015-07-27,23.1,2015-11-24,27.65
317,2548,2015-07-27,59.7,2015-09-23,58.8
318,3474,2015-07-27,18.65,2015-09-23,22.55
319,1310,2015-09-23,13.1,2015-11-24,14.0
320,1442,2015-09-23,17.3,2015-11-24,17.8
321,1457,2015-09-23,14.3,2015-11-24,12.05
322,2505,2015-09-23,11.7,2015-11-24,11.15
323,2534,2015-09-23,15.3,2015-11-24,16.5
324,2832,2015-09-23,21.8,2015-11-24,22.1
325,2867,2015-09-23,19.0,2015-11-24,19.15
326,2905,2015-09-23,21.45,2015-11-24,23.55
327,5522,2015-09-23,36.05,2015-11-24,35.85
328,5525,2015-09-23,16.6,2015-11-24,16.3
329,8070,2015-09-23,80.0,2015-11-24,89.5
330,1515,2015-11-24,11.0,2016-01-21,9.97
331,1704,2015-11-24,29.7,2016-03-22,36.2
332,2206,2015-11-24,22.2,2016-05-12,20.2
333,2850,2015-11-24,23.7,2016-05-20,23.9
334,3056,2015-11-24,12.95,2016-05-20,15.05
335,6115,2015-11-24,33.75,2016-03-22,37.05
336,6153,2015-11-24,25.45,2016-05-20,16.6
337,6168,2015-11-24,12.3,2016-05-20,9.24
338,8163,2015-11-24,17.95,2016-05-20,18.5
339,9946,2015-11-24,14.3,2016-05-20,13.05
340,1526,2016-01-21,13.0,2016-05-20,11.85
341,1530,2016-01-21,29.9,2016-05-20,28.5
342,1582,2016-01-21,43.3,2016-03-22,55.1
343,1808,2016-01-21,24.15,2016-03-22,29.0
344,2493,2016-01-21,20.45,2016-03-22,25.4
345,2823,2016-01-21,22.85,2016-05-20,23.1
346,4927,2016-01-21,33.9,2016-05-20,36.1
347,4999,2016-01-21,37.5,2016-03-22,48.25
348,6176,2016-01-21,60.9,2016-03-22,70.5
349,1515,2016-03-22,10.55,2016-05-20,10.35
350,1611,2016-03-22,10.3,2016-05-20,7.26
351,2206,2016-05-17,20.15,2016-05-20,21.3
352,1235,2016-05-20,23.35,2016-09-20,31.0
353,1416,2016-05-20,19.05,2016-10-11,23.75
354,2031,2016-05-20,14.15,2016-09-20,17.25
355,2489,2016-05-20,19.65,2016-09-20,23.7
356,2530,2016-05-20,16.4,2016-09-20,13.7
357,2536,2016-05-20,25.35,2016-09-20,26.55
358,2537,2016-05-20,10.85,2016-09-20,10.15
359,8070,2016-05-20,88.5,2016-07-19,98.5
360,8940,2016-05-20,15.2,2016-09-20,15.45
361,1437,2016-09-20,15.3,2016-11-16,15.3
362,1526,2016-09-20,14.9,2016-11-16,12.85
363,1626,2016-09-20,26.2,2016-11-16,25.7
364,1906,2016-09-20,11.75,2016-11-16,15.95
365,2545,2016-09-20,39.35,2016-11-16,40.4
366,2867,2016-09-20,14.85,2016-11-16,15.95
367,2905,2016-09-20,19.05,2017-03-16,26.3
368,3056,2016-09-20,20.5,2016-11-16,18.25
369,5519,2016-09-20,10.8,2016-11-16,10.15
370,5522,2016-09-20,37.15,2016-11-16,36.0
371,6164,2016-09-20,12.8,2016-11-16,13.05
372,8112,2016-09-20,19.15,2016-11-16,23.2
373,1416,2016-10-17,26.3,2016-11-16,26.2
374,1442,2016-11-16,17.55,2017-05-16,20.9
375,2031,2016-11-16,21.0,2017-01-17,21.5
376,2514,2016-11-16,16.4,2016-11-24,16.75
377,2548,2016-11-16,55.5,2017-01-17,60.3
378,6136,2016-11-16,23.0,2017-05-16,25.05
379,6214,2016-11-16,52.2,2017-03-16,69.5
380,2514,2016-11-25,16.95,2017-05-16,15.85
381,1324,2017-05-16,13.8,2017-09-12,12.65
382,2030,2017-05-16,12.3,2017-09-12,17.0
383,2031,2017-05-16,23.25,2017-07-14,29.55
384,2534,2017-05-16,19.0,2017-09-12,23.2
385,2616,2017-05-16,35.0,2017-09-12,32.2
386,3481,2017-05-16,13.05,2017-09-12,14.35
387,1314,2017-09-12,14.4,,
388,2514,2017-09-12,15.15,,
389,2867,2017-09-12,16.1,,
390,2905,2017-09-12,22.75,,
391,3056,2017-09-12,18.4,,
